epoch,train_loss,train_accuracy,elapsed_seconds
1,8.22200758502004,0.0010240655401945725,31.175602436065674
2,7.772408886003246,0.008411966937312559,31.380204916000366
3,7.255455899505415,0.06612537488113525,31.591463565826416
4,6.748556461847654,0.19362153463535953,31.30482578277588
5,6.296925780558828,0.2868114987930656,31.044047355651855
6,5.900996088693873,0.3432082510423524,31.535799741744995
7,5.575499838476827,0.3829273644941848,31.18925905227661
8,5.285375450203478,0.4191353960939214,31.048729181289673
9,5.036919610518298,0.4468583132177602,30.798407554626465
10,4.821236178535069,0.4723868041840392,30.84055733680725
11,4.599458646673142,0.5008411966937313,30.667367219924927
12,4.412112268251574,0.5208836222661107,30.598990201950073
13,4.234234805724832,0.5430473264574647,30.91274070739746
14,4.071125993347754,0.5558481457098968,30.80548071861267
15,3.911915246731064,0.5788896203642747,37.97146248817444
16,3.7796865537305937,0.5908858166922683,37.94887328147888
17,3.640572755968603,0.6071245702582108,37.96335244178772
18,3.5172383871748876,0.6219735205910321,37.87141132354736
19,3.4007744103393263,0.6352132250749762,38.032180070877075
20,3.281571566687969,0.6490381098676029,37.823464155197144
21,3.1771508327879245,0.6610343061955966,38.018786668777466
22,3.075340123944272,0.673688830370858,37.93746471405029
23,2.9815309450207996,0.6834906005412917,37.86677527427673
24,2.8861859009213755,0.6924146002487016,37.84885859489441
25,2.7989227005282804,0.7036061736522566,39.140618562698364
26,2.712642212076601,0.7141394192085436,37.1159234046936
27,2.630654309525084,0.7218930582985883,38.643667459487915
28,2.550169031531606,0.7334503693950698,38.825567960739136
29,2.4869496826891506,0.7392290249433107,37.758480072021484
30,2.4184561362080634,0.749177090190915,37.60076451301575
31,2.3462718392715973,0.7616121717504206,37.75778150558472
32,2.2797639800900384,0.7747787286957794,37.45528054237366
33,2.2332509855058738,0.7763879745446566,37.73178434371948
34,2.1820213191642313,0.7835564333260185,37.272889137268066
35,2.126070986477007,0.7957720722697681,37.42131781578064
36,2.0749704921509786,0.8072562358276644,37.31112766265869
37,2.033285695147422,0.8133274815302465,37.636579751968384
38,1.9964422691837156,0.8264940384756053,37.51757311820984
39,1.9557173687227032,0.8302245629434569,37.62086844444275
40,1.9205325546213028,0.8423670543486211,37.582902908325195
41,1.886461734143898,0.8501938409772511,37.59183192253113
42,1.862182408590863,0.8566308243727598,37.304487466812134
43,1.8333205701350712,0.8641650208470485,37.46163988113403
44,1.8124736209924075,0.8658474142345111,37.479214906692505
45,1.7914696574324478,0.8760149220978714,37.06417942047119
46,1.7683175888208715,0.8807695121059176,37.34697771072388
47,1.7493193552947657,0.8883768561187916,37.39608836174011
48,1.7381766056772052,0.8891083315046449,37.598729610443115
49,1.7266905000568893,0.890937019969278,37.453646421432495
50,1.7088463500269626,0.8973008558262014,37.41335582733154
51,1.6979225778551807,0.8981786262892254,37.28210711479187
52,1.6823288455772274,0.9073220686123912,34.19285297393799
53,1.6748516773586344,0.9074683636895619,30.4155592918396
54,1.6640921381709082,0.9118572160046814,30.524055004119873
55,1.6538761664689063,0.9149294126252652,31.767549514770508
56,1.651255231011403,0.916904396167069,37.781132221221924
57,1.637479692237552,0.920049740326238,38.10440540313721
58,1.6321308574543274,0.9212932484821885,37.49326968193054
59,1.62225578398234,0.924511740179943,38.21624493598938
60,1.619960641862706,0.9256821007973082,38.297706842422485
61,1.6120383865822296,0.9287542974178918,37.5028235912323
62,1.6045935654743093,0.9294126252651598,37.65652108192444
63,1.600218594880837,0.9327774120400848,37.73619031906128
64,1.5884538993656867,0.934386657888962,37.5173077583313
65,1.5868220354921074,0.9392875429741789,37.73901176452637
66,1.5804043782148878,0.9403847560529588,37.44594168663025
67,1.5777920897515705,0.942213444517592,37.6361026763916
68,1.5716025977901704,0.9436763952892985,37.336153984069824
69,1.567171460908487,0.9436763952892985,37.59223127365112
70,1.5592901751777264,0.9484309852973447,37.69316029548645
71,1.5605275366913383,0.9478458049886621,37.35638165473938
72,1.5535326558786202,0.949381903298954,37.54990816116333
73,1.5471486908211791,0.9518689196108551,37.60541844367981
74,1.5468693954455774,0.9518689196108551,37.72783803939819
75,1.5415023149790739,0.9535513129983176,35.83555603027344
