dataset,training_examples_per_ec,number_of_ec_classes,test_proteins,blastp_accuracy_pct,gaca_accuracy_pct,delta_pct,blastp_macro_f1,gaca_macro_f1
lt30,1-2,73,81,54.32098765432099,58.0246913580247,3.703703703703709,0.5433789954337899,0.5844748858447488
lt30,3-5,45,51,62.745098039215684,80.3921568627451,17.647058823529417,0.6103703703703705,0.7925925925925925
lt30,6-10,26,30,63.33333333333333,60.0,-3.3333333333333326,0.6666666666666666,0.6282051282051282
lt30,>10,55,81,82.71604938271605,88.88888888888889,6.172839506172833,0.8351515151515151,0.8846753246753247
30_50,1-2,95,118,64.40677966101694,60.16949152542372,-4.23728813559322,0.6733333333333333,0.6312280701754386
30_50,3-5,67,100,77.0,85.0,7.9999999999999964,0.7701492537313434,0.8308457711442786
30_50,6-10,49,66,87.87878787878788,95.45454545454545,7.57575757575758,0.8707482993197279,0.9523809523809523
30_50,>10,123,193,91.19170984455958,96.37305699481865,5.181347150259064,0.9264808362369338,0.9588075880758807
