epoch,train_loss,train_accuracy,elapsed_seconds
1,7.264698837279715,0.12171750420598347,24.69318151473999
2,5.468555820929124,0.39550874113086093,24.438024044036865
3,4.5766327666971245,0.5080828030136786,23.81806707382202
4,3.980113987583989,0.5767683417453002,24.698286533355713
5,3.5553907671596283,0.6277521761392729,25.36492156982422
6,3.218339432777827,0.6637407651232536,24.514023542404175
7,2.9463331217511537,0.6940238460975788,24.195581674575806
8,2.717223420714104,0.7202838124497111,23.947479724884033
9,2.538327844513857,0.7413503035622852,24.647729873657227
10,2.382133665225054,0.760807548825982,24.494372606277466
11,2.239801063628982,0.7793138760880697,24.351451635360718
12,2.125724275837122,0.7984785311974252,24.413862705230713
13,2.0364723684374253,0.8203496452344379,24.038957834243774
14,1.9607571796128853,0.8357837758759418,24.3406081199646
15,1.8899164190586044,0.8514373491332017,24.19721794128418
16,1.8421427960647294,0.8629946602296833,24.162007808685303
17,1.8069107392285775,0.8707482993197279,24.459401845932007
18,1.7703790461935964,0.8793797088727965,24.49650764465332
19,1.7416706775992872,0.8914490527393754,24.720532417297363
20,1.7199483245565412,0.8959110525930802,24.14707922935486
21,1.7072203878982826,0.9005193475239558,24.62406301498413
22,1.6781105786860622,0.9078341013824884,24.905009984970093
23,1.668269310007325,0.9142710847779972,24.509791612625122
24,1.6563273985866709,0.9182941994001902,24.377986192703247
25,1.6351929089641286,0.9233413795625777,24.57754349708557
26,1.6245322845716534,0.9256089532587228,24.212443113327026
27,1.615615681673786,0.9282422646477946,24.647342205047607
28,1.6063696650630004,0.9332894448101822,24.114203453063965
29,1.5958694017898731,0.9380440348182284,24.21811866760254
30,1.587094064463764,0.9392875429741789,24.071930646896362
31,1.5843642107893314,0.9417014117474947,24.682040214538574
32,1.5624503633306472,0.9498207885304659,24.137869596481323
33,1.5610778698688557,0.9492356082217833,24.205228567123413
34,1.5528696717100496,0.9498939360690513,24.54783868789673
35,1.5414377913095896,0.9547948211542682,24.465333938598633
36,1.5355533554928766,0.9573549850047546,24.228026390075684
37,1.536874791958644,0.9553800014629508,24.20509672164917
38,1.5207371801196783,0.9611586570111915,24.60926628112793
39,1.5201405851225873,0.9620364274742155,24.231064319610596
40,1.5192553960677952,0.9624021651671422,24.434297561645508
41,1.5110076266159633,0.9635725257845074,24.787617921829224
42,1.5084990316176412,0.9657669519420672,24.200472354888916
43,1.4983226132719005,0.9681808207153829,25.454705715179443
44,1.5000274441392374,0.967741935483871,24.351736545562744
45,1.4955177105351205,0.9691317387169922,24.6231689453125
