epoch,train_loss,train_accuracy,elapsed_seconds
1,8.22575529369315,0.0016092458488771854,29.835053205490112
2,7.733968497560853,0.010460098017701704,29.562598705291748
3,7.178997600726468,0.08243727598566308,29.456453561782837
4,6.711972521668284,0.20298441957428132,29.52753210067749
5,6.298190728144938,0.2884207446419428,29.526344060897827
6,5.912297673986124,0.3445249067368883,29.428457498550415
7,5.577295963020037,0.3827079218784288,29.568057775497437
8,5.284340726789495,0.4217687074829932,29.544705152511597
9,5.02330047229189,0.4497842147611733,29.394922971725464
10,4.797084424117429,0.4697534927949675,29.473456859588623
11,4.5857309281856535,0.4952088362226611,29.446401596069336
12,4.390309009317612,0.5189817862628923,29.71955919265747
13,4.223439444237155,0.5356594250603467,29.4385883808136
14,4.0542436553446395,0.5542388998610197,29.578561067581177
15,3.9032869542162136,0.5745007680491552,29.631788969039917
16,3.7681700335573707,0.5883988003803672,30.014520168304443
17,3.629112415520905,0.5992977836295809,29.753312587738037
18,3.510066133699633,0.6155365371955234,29.558050870895386
19,3.3926435566953015,0.6300928973740033,29.80525255203247
20,3.272705982758789,0.6499890278692122,29.717589139938354
21,3.175686381798134,0.6601565357325726,29.63780641555786
22,3.0725859107396376,0.6713481091361275,30.107706546783447
23,2.9760885895602174,0.680198961304952,29.579081296920776
24,2.8851708720749034,0.6944627313290908,29.7823269367218
25,2.8091895448272974,0.7062394850413284,30.16804337501526
26,2.724408077135073,0.71106722258796,29.58768939971924
27,2.6495451783481667,0.7182356813693219,29.82772135734558
28,2.573868158295948,0.7288420744641942,29.717480659484863
29,2.5027515732302907,0.7398873527905786,29.70858597755432
30,2.4346290900480354,0.74690951649477,29.794848918914795
31,2.3798112900479818,0.7534927949674494,29.833832502365112
32,2.3131472257311803,0.7644649257552484,30.19092893600464
33,2.25483946480736,0.7741935483870968,29.456495761871338
34,2.216053465465875,0.7801184990125082,29.628379106521606
35,2.161973248681889,0.7914563674932339,29.680293798446655
36,2.11212418966361,0.8041840392070807,29.4782772064209
37,2.0732123594365675,0.8076219735205911,29.540196418762207
38,2.0340246416883963,0.819910760002926,29.433714151382446
39,1.996715517960002,0.8271523663228733,29.446863174438477
40,1.96655311536339,0.8311023334064809,29.464750051498413
41,1.9313809210882131,0.8459512837393022,29.85695767402649
42,1.896975146469363,0.851071611440275,29.625678777694702
43,1.8743499126703596,0.8585326603759783,29.54525089263916
44,1.8456960457243816,0.8634335454611952,29.518922805786133
45,1.8271321438372279,0.8693584960866066,29.57503032684326
46,1.802270757045457,0.8744056762489942,29.47350001335144
47,1.7932852569246212,0.8785019384097725,29.413943767547607
48,1.770024711548057,0.8856703971911345,29.631373167037964
49,1.7577199808428643,0.8876453807329383,29.41195058822632
50,1.7420026892393545,0.8926925608953259,29.48436737060547
51,1.7268299359914614,0.8956184624387389,29.471769332885742
52,1.7153133072123061,0.9004461999853705,29.424142360687256
53,1.7025708956547885,0.9044693146075634,29.711134433746338
54,1.6945524175150866,0.9058591178406846,29.630411624908447
55,1.6911777551430005,0.908638724306927,29.858285665512085
56,1.6771507097506138,0.9144173798551679,29.77888536453247
57,1.6695233132720437,0.9137590520079,30.00447392463684
58,1.660310931216562,0.9179284617072635,29.752846240997314
59,1.6489066934107723,0.9226099041767245,29.969618320465088
60,1.646580306066346,0.9220247238680418,29.633970499038696
61,1.6389593744790683,0.9246580352571137,29.905721426010132
62,1.6283141308055433,0.9248043303342842,29.62786293029785
63,1.6199056592439998,0.9332162972715968,30.027294635772705
64,1.6202649179020114,0.9340209201960354,29.82182741165161
65,1.60891629037961,0.9365079365079365,29.805469274520874
66,1.6056351766494918,0.9338014775802794,29.91079592704773
67,1.6034582122156487,0.9395801331285202,29.964962244033813
68,1.6004264867695535,0.9381171823568137,30.09392523765564
69,1.5940067680636667,0.9425791822105186,29.503462553024292
70,1.5894337163115548,0.9435301002121279,30.006658792495728
71,1.5858288898385005,0.9441152805208105,29.81417751312256
72,1.579144251694511,0.9452856411381757,29.83347177505493
73,1.580434455779849,0.9434569526735426,29.50816297531128
